date,year,indicator,value,units,source
2022-06-28,2022,Number of Containerships Awaiting Berths at all U.S. Ports,92,Number of vessels,MARAD Office of Policy and Plans/Marine Exchange of SoCal
2022-06-28,2022,Number of Containerships Awaiting Berths at all U.S. Ports,21,Number of vessels,MARAD Office of Policy and Plans/Marine Exchange of SoCal
2022-06-28,2022,Number of Containerships Awaiting Berths at all U.S. Ports,32,Number of vessels,MARAD Office of Policy and Plans/Marine Exchange of SoCal
2022-06-28,2022,Number of Containerships Awaiting Berths at all U.S. Ports,39,Number of vessels,MARAD Office of Policy and Plans/Marine Exchange of SoCal
2022-07-01,2022,Average Planning Time Index at 10 Bottleneck Locations,6.327,PTI,FHWA National Performance Management Research Data Set (NPMRDS)
2022-07-01,2022,Average Truck Speed in MPH Around Port of Los Angeles-Long Beach,21.4,MPH,FHWA National Performance Management Research Data Set (NPMRDS)
2022-07-01,2022,Average Truck Speed in MPH Around Port of Los Angeles-Long Beach by Time of Day,20.8,MPH,FHWA National Performance Management Research Data Set (NPMRDS)
2022-07-01,2022,Average Truck Speed in MPH Around Port of Los Angeles-Long Beach by Time of Day,23.5,MPH,FHWA National Performance Management Research Data Set (NPMRDS)
2022-07-01,2022,Average Truck Speed in MPH Around Port of Los Angeles-Long Beach by Time of Day,21.3,MPH,FHWA National Performance Management Research Data Set (NPMRDS)
2022-07-01,2022,Average Truck Speed in MPH Around Port of New York-New Jersey,19.9,MPH,FHWA National Performance Management Research Data Set (NPMRDS)
2022-07-01,2022,Average Truck Speed in MPH at 10 Bottleneck Locations,26.28,MPH,FHWA National Performance Management Research Data Set (NPMRDS)
2022-07-01,2022,Containerized Exports at U.S. Ports in TEUs,910614.99,TEUs,MARAD Office of Policy and Plans analysis of IHS Markit PIERS data
2022-07-01,2022,Containerized Imports at U.S. Ports in TEUs,2505468.34,TEUs,MARAD Office of Policy and Plans analysis of IHS Markit PIERS data
2022-07-01,2022,Empty Export Containers at Select U.S. Ports in TEUs,285370,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Empty Export Containers at Select U.S. Ports in TEUs,340816,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Empty Export Containers at Select U.S. Ports in TEUs,275554,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Empty Export Containers at Select U.S. Ports in TEUs,31542,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Empty Export Containers at Select U.S. Ports in TEUs,78364,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Empty Export Containers at Select U.S. Ports in TEUs,151537,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Empty Export Containers at Select U.S. Ports in TEUs,57663,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Empty Export Containers at Select U.S. Ports in TEUs,60020,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Empty Export Containers at Select U.S. Ports in TEUs,58837,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,"Empty Export Containers (in TEUs), Aggregated Select U.S. Ports",1339703,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Freight Rates in $ per 40ft Container from Shanghai to LA,8380,Dollars per 40ft box,"U.S. Department of Agriculture, Agricultural Market Service, Container Ocean Freight Rates from Drewry Supply Chain Advisors' Container Freight Rate Insight"
2022-07-01,2022,"Freight Rates in $ per 40ft Container To Central China (Shanghai) from U.S. Midwest, U.S. West Coast",1640,Dollars per 40ft box,"U.S. Department of Agriculture, Agricultural Market Service, Container Ocean Freight Rates from Drewry Supply Chain Advisors' Container Freight Rate Insight"
2022-07-01,2022,"Freight Rates in $ per 40ft Container To Central China (Shanghai) from U.S. Midwest, U.S. West Coast",2670,Dollars per 40ft box,"U.S. Department of Agriculture, Agricultural Market Service, Container Ocean Freight Rates from Drewry Supply Chain Advisors' Container Freight Rate Insight"
2022-07-01,2022,Freight Transportation Services Index,137.1,Index (average 2000=100),Bureau of Transportation Statistics
2022-07-01,2022,"Job Openings and Labor Turnover: Transportation, Warehousing, and Utilities Sector (Seasonally Adjusted)",218000,Number,U.S. Bureau of Labor Statistics - Job Openings and Labor Turnover Survey (JOLTS)
2022-07-01,2022,"Job Openings and Labor Turnover: Transportation, Warehousing, and Utilities Sector (Seasonally Adjusted)",546000,Number,U.S. Bureau of Labor Statistics - Job Openings and Labor Turnover Survey (JOLTS)
2022-07-01,2022,"Job Openings and Labor Turnover: Transportation, Warehousing, and Utilities Sector (Seasonally Adjusted)",348000,Number,U.S. Bureau of Labor Statistics - Job Openings and Labor Turnover Survey (JOLTS)
2022-07-01,2022,"Job Openings and Labor Turnover: Transportation, Warehousing, and Utilities Sector (Seasonally Adjusted)",105000,Number,U.S. Bureau of Labor Statistics - Job Openings and Labor Turnover Survey (JOLTS)
2022-07-01,2022,Loaded Export Containers at Select U.S. Ports in TEUs,102644,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Loaded Export Containers at Select U.S. Ports in TEUs,49309,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Loaded Export Containers at Select U.S. Ports in TEUs,47166,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Loaded Export Containers at Select U.S. Ports in TEUs,109411,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Loaded Export Containers at Select U.S. Ports in TEUs,103899,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Loaded Export Containers at Select U.S. Ports in TEUs,95823,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Loaded Export Containers at Select U.S. Ports in TEUs,40697,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Loaded Export Containers at Select U.S. Ports in TEUs,85169,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Loaded Export Containers at Select U.S. Ports in TEUs,122928,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Loaded Import Containers at Select U.S. Ports in TEUs,88502,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Loaded Import Containers at Select U.S. Ports in TEUs,104846,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Loaded Import Containers at Select U.S. Ports in TEUs,159881,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Loaded Import Containers at Select U.S. Ports in TEUs,376175,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Loaded Import Containers at Select U.S. Ports in TEUs,485452,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Loaded Import Containers at Select U.S. Ports in TEUs,402969,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Loaded Import Containers at Select U.S. Ports in TEUs,69463,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Loaded Import Containers at Select U.S. Ports in TEUs,149828,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,Loaded Import Containers at Select U.S. Ports in TEUs,251761,TEUs,Bureau of Transportation Statistics analysis of TEU data published by U.S. Ports
2022-07-01,2022,"New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added",8042,Number of new active carriers,Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)
2022-07-01,2022,"New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added",2170,Number of new active carriers,Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)
2022-07-01,2022,"New Active Carriers Added to MCMIS: Total New Active Carriers Added, New For-hire Carriers Added, New Private Carriers Added",5584,Number of new active carriers,Federal Motor Carrier Safety Administration's Motor Carrier Management Information System (MCMIS)
2022-07-01,2022,Number of Non-Farm Truck Transportation Employees  in Thousands (Seasonally Adjusted),1587.4,Number of employees (thousands),U.S. Bureau of Labor Statistics - Current Employment Statistics (CES)
2022-07-01,2022,Number of Rail Transportation Employees in Thousands (Seasonally Adjusted),147.5,Number of employees (thousands),U.S. Bureau of Labor Statistics - Current Employment Statistics (CES)
2022-07-01,2022,Number of Warehousing and Storage Employees in Thousands (Seasonally Adjusted),1920.2,Number of employees (thousands),U.S. Bureau of Labor Statistics - Current Employment Statistics (CES)
2022-07-01,2022,Personal Consumption Expenditures in Billions of $: Durable Goods,2072.3,Billions of dollars,"U.S. Bureau of Economic Analysis, Personal Consumption Expenditures: Durable Goods"
2022-07-01,2022,Planning Time Index at Port of Los Angeles-Long Beach by Time of Day,4.42,PTI,FHWA National Performance Management Research Data Set (NPMRDS)
2022-07-01,2022,Planning Time Index at Port of Los Angeles-Long Beach by Time of Day,3.96,PTI,FHWA National Performance Management Research Data Set (NPMRDS)
2022-07-01,2022,Planning Time Index at Port of Los Angeles-Long Beach by Time of Day,4.58,PTI,FHWA National Performance Management Research Data Set (NPMRDS)
2022-07-01,2022,"Producer Price Index: Diesel Fuel, Seasonally Adjusted",551.897,Index (1982=100),"U.S. Bureau of Labor Statistics, Producer Price Index by Commodity: Fuels and Related Products and Power: No. 2 Diesel Fuel"
2022-07-01,2022,"Producer Price Index for Trucking (Dec. 2003=100): General Freight, Specialized Freight",214.367,Index (Dec. 2003=100),"U.S. Bureau of Labor Statistics, Producer Price Index by Industry"
2022-07-01,2022,"Producer Price Index for Trucking (Dec. 2003=100): General Freight, Specialized Freight",175.698,Index (Dec. 2003=100),"U.S. Bureau of Labor Statistics, Producer Price Index by Industry"
2022-07-01,2022,PTI Around Port of Los Angeles-Long Beach,3.87,PTI,FHWA National Performance Management Research Data Set (NPMRDS)
2022-07-01,2022,PTI Around Port of New York-New Jersey,3.73,PTI,FHWA National Performance Management Research Data Set (NPMRDS)
2022-07-01,2022,Total Business: Inventory to Sales Ratio,1.37,Inventories to sales ratio,"U.S. Census Bureau, Total Business: Inventories to Sales Ratio"
2022-07-01,2022,U.S. Goods Imports Indexed (Feb. 2020 = 100),116.96700378,Index (Feb 2020=100),"U.S. Census Bureau, Seasonally Adjusted Real Imports by Principal End-use Category"
2022-07-01,2022,U.S. Goods Imports in Millions of $ (Nominal),268978.207025471,Millions of dollars (nominal),"U.S. Census Bureau and U.S. Bureau of Economic Analysis, U.S. Imports of Goods by Customs Basis from World"
2022-07-01,2022,"Vehicle Miles Traveled VMT, VMT seasonally adjusted",281976,Vehicle miles traveled,"VMT unadjusted: Office of Highway Policy Information, FHWA VMT seasonally adjusted U.S. Department of Transportation, Bureau of Transportation Statistics (BTS) calculation from U.S. Department of Transportation, Federal Highways Administration, Traffic Volumes and Trends"
2022-07-01,2022,"Vehicle Miles Traveled VMT, VMT seasonally adjusted",263304,Vehicle miles traveled,"VMT unadjusted: Office of Highway Policy Information, FHWA VMT seasonally adjusted U.S. Department of Transportation, Bureau of Transportation Statistics (BTS) calculation from U.S. Department of Transportation, Federal Highways Administration, Traffic Volumes and Trends"
2022-07-02,2022,Average Dwell Time at Class I Railroad Terminals,14.9,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Dwell Time at Class I Railroad Terminals,13.83,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Dwell Time at Class I Railroad Terminals,29.54,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Dwell Time at Class I Railroad Terminals,18.48,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Dwell Time at Class I Railroad Terminals,15.85,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Dwell Time at Class I Railroad Terminals,9.16,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Dwell Time at Class I Railroad Terminals,24.545448718,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Dwell Time at Class I Railroad Terminals,19,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Dwell Time at Class I Railroad Terminals,34.4,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Dwell Time at Class I Railroad Terminals,52,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Dwell Time at Class I Railroad Terminals,28.6,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Dwell Time at Class I Railroad Terminals,12.76,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Dwell Time at Class I Railroad Terminals,16.54,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Dwell Time at Class I Railroad Terminals,18.972198338,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Dwell Time at Class I Railroad Terminals,20.546065343,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Dwell Time at Class I Railroad Terminals,23.4,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Dwell Time at Class I Railroad Terminals,36.9,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Dwell Time at Class I Railroad Terminals,22.4,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Dwell Time at Class I Railroad Terminals,23.5,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Dwell Time at Class I Railroad Terminals,24.5,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Dwell Time at Class I Railroad Terminals,23.14,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Terminal Dwell Time in Hours by Railroad,28.6,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Terminal Dwell Time in Hours by Railroad,15.87,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Terminal Dwell Time in Hours by Railroad,25.58,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Terminal Dwell Time in Hours by Railroad,17.747098238,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Terminal Dwell Time in Hours by Railroad,21.6,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Terminal Dwell Time in Hours by Railroad,26,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Terminal Dwell Time in Hours by Railroad,24.5,Hours,Surface Transportation Board (STB)
2022-07-02,2022,Average Train Speed in MPH by Railroad,23.5,MPH,Surface Transportation Board (STB)
2022-07-02,2022,Average Train Speed in MPH by Railroad,25.1,MPH,Surface Transportation Board (STB)
2022-07-02,2022,Average Train Speed in MPH by Railroad,22.95,MPH,Surface Transportation Board (STB)
2022-07-02,2022,Average Train Speed in MPH by Railroad,21.2,MPH,Surface Transportation Board (STB)
2022-07-02,2022,Average Train Speed in MPH by Railroad,23.96,MPH,Surface Transportation Board (STB)
2022-07-02,2022,Average Train Speed in MPH by Railroad,25.7,MPH,Surface Transportation Board (STB)
2022-07-02,2022,Average Train Speed in MPH by Railroad,17.99,MPH,Surface Transportation Board (STB)
2022-07-02,2022,Rail Cars Online,300448,Count,Surface Transportation Board (STB)
2022-07-02,2022,Rail Cars Online,172412,Count,Surface Transportation Board (STB)
2022-07-02,2022,Rail Cars Online,31269,Count,Surface Transportation Board (STB)
2022-07-02,2022,Rail Cars Online,199562,Count,Surface Transportation Board (STB)
2022-07-02,2022,Rail Cars Online,24052,Count,Surface Transportation Board (STB)
2022-07-02,2022,Rail Cars Online,39598.142857143,Count,Surface Transportation Board (STB)
2022-07-02,2022,Rail Cars Online,257109,Count,Surface Transportation Board (STB)
2022-07-02,2022,U.S. Class I Containers on Rail Flat Cars,262213,Containers on rail flat cars,Surface Transportation Board (STB)
2022-07-02,2022,U.S. Class I Rail Intermodal Units,277611,Intermodals,Surface Transportation Board (STB)
2022-07-02,2022,U.S. Class I Total Rail Non-Intermodal Carloads,261046,Carloads,Surface Transportation Board (STB)
2022-07-02,2022,U.S. Class I Trailers on a Rail Flat Car,15398,Trailers on rail flat car,Surface Transportation Board (STB)
2022-07-03,2022,Capacity of Containerships Calling at U.S. Ports (in TEUs),1584606,TEUs,MARAD Office of Policy and Plans analysis of CBP VMS data
2022-07-03,2022,Truck Spot Rates in $ per Mile by Truck Type,1.937,Dollars per mile,DAT Freight and Analytics
2022-07-03,2022,Truck Spot Rates in $ per Mile by Truck Type,2.482,Dollars per mile,DAT Freight and Analytics
2022-07-03,2022,Truck Spot Rates in $ per Mile by Truck Type,2.25,Dollars per mile,DAT Freight and Analytics
2022-07-04,2022,U.S. Diesel Sales Prices  (in Dollars per Gallon),5.675,"Weighted average based on sampling of approximately 350 retail outlets, as reported for the week ending Monday.","U.S. Energy Information Administration, US Diesel Sales Price Not Seasonally Adjusted"
2022-07-05,2022,Downbound Grain Barge Rates,32.81,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-05,2022,Downbound Grain Barge Rates,10.52,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-05,2022,Downbound Grain Barge Rates,20.69,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-05,2022,Downbound Grain Barge Rates,18.73,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-05,2022,Downbound Grain Barge Rates,19.68,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-05,2022,Downbound Grain Barge Rates,23.25,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-05,2022,Downbound Grain Barge Rates,12.93,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-05,2022,Number of Containerships Anchored off U.S. Ports,4,Number of vessels,MARAD Office of Policy and Plans analysis of IHS AIS live data
2022-07-05,2022,Number of Containerships Anchored off U.S. Ports,62,Number of vessels,MARAD Office of Policy and Plans analysis of IHS AIS live data
2022-07-05,2022,Number of Containerships Anchored off U.S. Ports,24,Number of vessels,MARAD Office of Policy and Plans analysis of IHS AIS live data
2022-07-05,2022,Number of Containerships Awaiting Berths at all U.S. Ports,113,Number of vessels,MARAD Office of Policy and Plans/Marine Exchange of SoCal
2022-07-05,2022,Number of Containerships Awaiting Berths at all U.S. Ports,24,Number of vessels,MARAD Office of Policy and Plans/Marine Exchange of SoCal
2022-07-05,2022,Number of Containerships Awaiting Berths at all U.S. Ports,37,Number of vessels,MARAD Office of Policy and Plans/Marine Exchange of SoCal
2022-07-05,2022,Number of Containerships Awaiting Berths at all U.S. Ports,52,Number of vessels,MARAD Office of Policy and Plans/Marine Exchange of SoCal
2022-07-09,2022,Average Dwell Time at Class I Railroad Terminals,21.2,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Dwell Time at Class I Railroad Terminals,26.8,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Dwell Time at Class I Railroad Terminals,34.1,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Dwell Time at Class I Railroad Terminals,26.7,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Dwell Time at Class I Railroad Terminals,14.86,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Dwell Time at Class I Railroad Terminals,15.36,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Dwell Time at Class I Railroad Terminals,34.28,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Dwell Time at Class I Railroad Terminals,18.66,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Dwell Time at Class I Railroad Terminals,19.82,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Dwell Time at Class I Railroad Terminals,10.38,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Dwell Time at Class I Railroad Terminals,26.819445267,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Dwell Time at Class I Railroad Terminals,25.643891757,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Dwell Time at Class I Railroad Terminals,19.648392075,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Dwell Time at Class I Railroad Terminals,18.09,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Dwell Time at Class I Railroad Terminals,10.32,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Dwell Time at Class I Railroad Terminals,20.5,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Dwell Time at Class I Railroad Terminals,25.1,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Dwell Time at Class I Railroad Terminals,24,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Dwell Time at Class I Railroad Terminals,24.9,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Dwell Time at Class I Railroad Terminals,56.4,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Dwell Time at Class I Railroad Terminals,32.9,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Terminal Dwell Time in Hours by Railroad,18.434444036,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Terminal Dwell Time in Hours by Railroad,29.2,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Terminal Dwell Time in Hours by Railroad,16.4,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Terminal Dwell Time in Hours by Railroad,26.01,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Terminal Dwell Time in Hours by Railroad,24.4,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Terminal Dwell Time in Hours by Railroad,27.1,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Terminal Dwell Time in Hours by Railroad,22.75,Hours,Surface Transportation Board (STB)
2022-07-09,2022,Average Train Speed in MPH by Railroad,18.92,MPH,Surface Transportation Board (STB)
2022-07-09,2022,Average Train Speed in MPH by Railroad,25.5,MPH,Surface Transportation Board (STB)
2022-07-09,2022,Average Train Speed in MPH by Railroad,23.43,MPH,Surface Transportation Board (STB)
2022-07-09,2022,Average Train Speed in MPH by Railroad,22.1,MPH,Surface Transportation Board (STB)
2022-07-09,2022,Average Train Speed in MPH by Railroad,25.06,MPH,Surface Transportation Board (STB)
2022-07-09,2022,Average Train Speed in MPH by Railroad,26.7,MPH,Surface Transportation Board (STB)
2022-07-09,2022,Average Train Speed in MPH by Railroad,24.2,MPH,Surface Transportation Board (STB)
2022-07-09,2022,Rail Cars Online,23812,Count,Surface Transportation Board (STB)
2022-07-09,2022,Rail Cars Online,30713,Count,Surface Transportation Board (STB)
2022-07-09,2022,Rail Cars Online,171742,Count,Surface Transportation Board (STB)
2022-07-09,2022,Rail Cars Online,298537,Count,Surface Transportation Board (STB)
2022-07-09,2022,Rail Cars Online,258625,Count,Surface Transportation Board (STB)
2022-07-09,2022,Rail Cars Online,38533.428571429,Count,Surface Transportation Board (STB)
2022-07-09,2022,Rail Cars Online,198024,Count,Surface Transportation Board (STB)
2022-07-09,2022,U.S. Class I Containers on Rail Flat Cars,226980,Containers on rail flat cars,Surface Transportation Board (STB)
2022-07-09,2022,U.S. Class I Rail Intermodal Units,239576,Intermodals,Surface Transportation Board (STB)
2022-07-09,2022,U.S. Class I Total Rail Non-Intermodal Carloads,233783,Carloads,Surface Transportation Board (STB)
2022-07-09,2022,U.S. Class I Trailers on a Rail Flat Car,12596,Trailers on rail flat car,Surface Transportation Board (STB)
2022-07-10,2022,Capacity of Containerships Calling at U.S. Ports (in TEUs),1532120,TEUs,MARAD Office of Policy and Plans analysis of CBP VMS data
2022-07-10,2022,Truck Spot Rates in $ per Mile by Truck Type,1.928,Dollars per mile,DAT Freight and Analytics
2022-07-10,2022,Truck Spot Rates in $ per Mile by Truck Type,2.464,Dollars per mile,DAT Freight and Analytics
2022-07-10,2022,Truck Spot Rates in $ per Mile by Truck Type,2.218,Dollars per mile,DAT Freight and Analytics
2022-07-11,2022,U.S. Diesel Sales Prices  (in Dollars per Gallon),5.568,"Weighted average based on sampling of approximately 350 retail outlets, as reported for the week ending Monday.","U.S. Energy Information Administration, US Diesel Sales Price Not Seasonally Adjusted"
2022-07-12,2022,Downbound Grain Barge Rates,33.86,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-12,2022,Downbound Grain Barge Rates,10.32,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-12,2022,Downbound Grain Barge Rates,20.19,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-12,2022,Downbound Grain Barge Rates,18.94,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-12,2022,Downbound Grain Barge Rates,19.2,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-12,2022,Downbound Grain Barge Rates,25.7,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-12,2022,Downbound Grain Barge Rates,13.25,Dollars per ton,"U.S. Department of Agriculture, Agricultural Market Service, Downbound Grain Barge Rates."
2022-07-12,2022,Number of Containerships Anchored off U.S. Ports,3,Number of vessels,MARAD Office of Policy and Plans analysis of IHS AIS live data
2022-07-12,2022,Number of Containerships Anchored off U.S. Ports,62,Number of vessels,MARAD Office of Policy and Plans analysis of IHS AIS live data
2022-07-12,2022,Number of Containerships Anchored off U.S. Ports,22,Number of vessels,MARAD Office of Policy and Plans analysis of IHS AIS live data
2022-07-12,2022,Number of Containerships Awaiting Berths at all U.S. Ports,114,Number of vessels,MARAD Office of Policy and Plans/Marine Exchange of SoCal
2022-07-12,2022,Number of Containerships Awaiting Berths at all U.S. Ports,28,Number of vessels,MARAD Office of Policy and Plans/Marine Exchange of SoCal
2022-07-12,2022,Number of Containerships Awaiting Berths at all U.S. Ports,39,Number of vessels,MARAD Office of Policy and Plans/Marine Exchange of SoCal
2022-07-12,2022,Number of Containerships Awaiting Berths at all U.S. Ports,47,Number of vessels,MARAD Office of Policy and Plans/Marine Exchange of SoCal
2022-07-16,2022,Average Dwell Time at Class I Railroad Terminals,17.5,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Dwell Time at Class I Railroad Terminals,21.2,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Dwell Time at Class I Railroad Terminals,27.8,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Dwell Time at Class I Railroad Terminals,24.8,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Dwell Time at Class I Railroad Terminals,15.99,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Dwell Time at Class I Railroad Terminals,12.74,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Dwell Time at Class I Railroad Terminals,28.57,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Dwell Time at Class I Railroad Terminals,20.73,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Dwell Time at Class I Railroad Terminals,13.11,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Dwell Time at Class I Railroad Terminals,8.58,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Dwell Time at Class I Railroad Terminals,24.592220442,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Dwell Time at Class I Railroad Terminals,15.73409193,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Dwell Time at Class I Railroad Terminals,19.945347584,Hours,Surface Transportation Board (STB)
2022-07-16,2022,Average Dwell Time at Class I Railroad Terminals,16.41,Hours,Surface Transportation Board (STB)
